id,officer_name,officer_position,position_short_name,update_date,officer_own_percent,quantity,symbol
5,Đỗ Thị Thanh Thúy,Thành viên Ban kiểm soát,TV BKS,2024-02-02,0.0,0,IMP
8,Trương Minh Hùng,Thành viên Hội đồng Quản trị,TV HĐQT,2026-02-03,0.0,0,IMP
4,Vũ Tiến Duy,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2023-07-12,0.0096,40000,VTK
9,Nguyễn Hữu Đức,Phó Giám đốc,Phó GĐ,2025-08-11,0.0047,44478,VTK
7,Nguyễn Đăng Hùng,Phó Giám đốc,Phó GĐ,2025-08-11,0.0036978,34697,VTK
1,Nguyễn Hữu Hải,Kế toán trưởng,Kế toán trưởng,2018-12-14,0.0028,11820,VTK
10,Phan Thế Trường,Trưởng Ban kiểm soát,Trưởng BKS,2026-02-04,0.0004216,3956,VTK
6,Trương Thị Thu Hà,Thành viên Hội đồng Quản trị,TV HĐQT,2025-05-08,0.0,0,VTK
5,Nguyễn Địch Tuấn Anh,Thành viên Hội đồng Quản trị,TV HĐQT,2025-05-08,0.0,0,VTK
8,Nguyễn Đức Cường,Thành viên Ban kiểm soát,TV BKS,2025-08-11,0.0,0,VTK
3,Đỗ Minh Phương,Thành viên Hội đồng Quản trị,TV HĐQT,2022-10-13,0.0,0,VTK
2,Ngô Văn Chinh,Thành viên Ban kiểm soát,TV BKS,2020-05-06,0.0,0,VTK
6,Tô Khải Đạt,Tổng Giám đốc,TGĐ,2026-01-30,0.0594,1187500,PTD
2,HỒ THANH ĐỨC,Thành viên Hội đồng Quản trị,TV HĐQT,2024-12-13,0.05,250000,PTD
7,Trần Minh Trúc,Chủ tịch Hội đồng Quản trị/Phó Tổng Giám đốc,Chủ tịch HĐQT/Phó TGĐ,2026-01-30,0.0125,250000,PTD
3,Hoàng Trường Giang,Thành viên Ban kiểm soát,TV BKS,2026-01-22,0.001875,6000,PTD
5,Trần Ngọc Tú,Thành viên Ban kiểm soát,TV BKS,2026-01-22,0.00125,4000,PTD
4,Dương Thị Ngọc Thùy,Trưởng Ban kiểm soát,Trưởng BKS,2026-01-22,0.0001563,500,PTD
9,Nguyễn Hoàng Vũ,Kế toán trưởng,Kế toán trưởng,2026-02-03,3.75e-06,75,PTD
8,Yang Pei Long,Thành viên Hội đồng Quản trị,TV HĐQT,2026-02-03,2.5e-06,50,PTD
1,BÙI QUANG HUÂN,Thành viên Hội đồng Quản trị,TV HĐQT,2024-12-13,0.0,0,PTD
1,Tạ Thu Thủy,Thành viên Hội đồng Quản trị,TV HĐQT,2017-12-14,0.0069,110000,HBH
6,NGUYỄN HOÀNG GIANG,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,2025-08-28,0.000125,2000,HBH
3,Trịnh Quang Huy,Thành viên Ban kiểm soát,TV BKS,2020-06-29,0.0,0,HBH
4,Trần Dương Ánh Tuyết,Thành viên Ban kiểm soát,TV BKS,2023-04-28,0.0,0,HBH
5,Nguyễn Tiến Quyết,Phó Giám đốc,Phó GĐ,2025-01-02,0.0,0,HBH
2,Trần Văn Trung,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2019-06-17,0.0,0,HBH
7,Quách Thị Thu Huyền,Thành viên Hội đồng Quản trị,TV HĐQT,2025-08-28,0.0,0,HBH
8,Nguyễn Như Khuê,Thành viên Ban kiểm soát,TV BKS,2025-08-28,0.0,0,HBH
9,Bùi Thị Huyền,Trưởng Ban kiểm soát,Trưởng BKS,2025-08-28,0.0,0,HBH
10,Nguyễn Thị Hương Giang,Kế toán trưởng,Kế toán trưởng,2025-08-28,0.0,0,HBH
10,Đặng Văn Hoan,Thành viên Ban kiểm soát/Phụ trách Công bố thông tin,TV BKS/Phụ trách CBTT,2025-10-21,0.2046,920641,BHC
9,Nguyễn Văn Sơn,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-10-21,0.1404,631688,BHC
3,Phan Văn Hải,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,BHC
4,Trần Văn Ngân,Phó Chủ tịch Hội đồng Quản trị/Phó Tổng Giám đốc,Phó Chủ tịch HĐQT/Phó TGĐ,2015-09-14,0.0,0,BHC
5,Trần Văn Phúc,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0,0,BHC
6,Đỗ Hoàng Minh,Trưởng Ban kiểm soát,Trưởng BKS,2017-08-08,0.0,0,BHC
7,Đinh Thị Bích Thủy,Thành viên Hội đồng Quản trị,TV HĐQT,2018-05-08,0.0,0,BHC
8,Nguyễn Văn Tuyến,Kế toán trưởng,Kế toán trưởng,2025-02-24,0.0,0,BHC
1,Nguyễn Thanh Hoàn,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2015-09-14,0.0,0,BHC
11,Đào Văn Sơn,Thành viên Ban kiểm soát,TV BKS,2026-02-11,0.0,0,BHC
2,Nguyễn Trọng Kim,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0,0,BHC
10,NGUYỄN XUÂN DƯƠNG,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-08-11,0.0315,615466,HUG
7,Nguyễn Văn Trung,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2025-08-11,0.0115,224893,HUG
6,PHẠM THỊ PHƯƠNG HOA,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,2025-08-11,0.0097,188592,HUG
2,Bùi Thị Lý,Thành viên Hội đồng Quản trị,TV HĐQT,2025-04-26,0.0043,83154,HUG
8,CHU HỮU NGHỊ,Phó Tổng Giám đốc,Phó TGĐ,2025-08-11,0.0024,47444,HUG
3,Hoàng Xuân Nam,Thành viên Ban kiểm soát,TV BKS,2025-04-26,0.0022,43200,HUG
4,Đinh Thị Thu Hường,Thành viên Ban kiểm soát,TV BKS,2025-04-26,0.0014,27652,HUG
9,Trần Thị Hường,Trưởng phòng Tài chính - Kế toán,Trưởng phòng Tài chính - Kế toán,2025-08-11,0.0005,9872,HUG
1,Phạm Thị Nguyên Hạnh,Thành viên Hội đồng Quản trị,TV HĐQT,2017-12-14,0.0,0,HUG
5,Nguyễn Văn Hải,Thành viên Ban kiểm soát,TV BKS,2025-04-26,0.0,0,HUG
